PFAM	DUF	CS	GO	Ontology	Description	PFAMDescription	PFAMCount	DUFCount
PF11198	PF11990	High	NA	NA	NA	Protein of unknown function (DUF2857)	767	399
PF11358	PF11990	Low	NA	NA	NA	Protein of unknown function (DUF3158)	451	399
PF11444	PF11990	Very high	NA	NA	NA	Protein of unknown function (DUF2895)	750	399
PF11660	PF11990	Very high	NA	NA	NA	Protein of unknown function (DUF3262)	669	399
PF11920	PF11990	Very high	NA	NA	NA	Protein of unknown function (DUF3438)	777	399
PF12101	PF11990	High	NA	NA	NA	Protein of unknown function (DUF3577)	686	399
PF14348	PF11990	High	NA	NA	NA	Domain of unknown function (DUF4400)	1112	399
PF12918	PF11996	High	NA	NA	NA	TcdB toxin N-terminal helical domain	38	1308
PF08848	PF11998	Low	NA	NA	NA	Domain of unknown function (DUF1818)	402	574
PF11224	PF12027	Very high	NA	NA	NA	Protein of unknown function (DUF3023)	11	385
PF12450	PF12034	Very high	NA	NA	NA	von Willebrand factor	3517	357
PF13519	PF12034	High	NA	NA	NA	von Willebrand factor type A domain	20030	357
PF05001	PF12036	Very high	GO:0006366	BP	transcription by RNA polymerase II	RNA polymerase Rpb1 C-terminal repeat	1	2679
PF11016	PF12049	Low	NA	NA	NA	Protein of unknown function (DUF2854)	399	395
PF11352	PF12049	Low	NA	NA	NA	Protein of unknown function (DUF3155)	393	395
PF11833	PF12049	High	NA	NA	NA	Protein CHAPERONE-LIKE PROTEIN OF POR1-like	399	395
PF12452	PF12049	Low	NA	NA	NA	Protein of unknown function (DUF3685)	396	395
PF03912	PF12058	Low	GO:0015979	BP	photosynthesis	Psb28 protein	403	3166
PF08846	PF12058	Low	NA	NA	NA	Domain of unknown function (DUF1816)	389	3166
PF08853	PF12058	High	NA	NA	NA	Domain of unknown function (DUF1823)	371	3166
PF11267	PF12058	Low	NA	NA	NA	Domain of unknown function (DUF3067)	393	3166
PF11341	PF12058	Low	NA	NA	NA	Protein of unknown function (DUF3143)	397	3166
PF11344	PF12058	Low	NA	NA	NA	Protein of unknown function (DUF3146)	385	3166
PF11688	PF12058	Low	NA	NA	NA	Protein of unknown function (DUF3285)	382	3166
PF13326	PF12058	Low	GO:0010207	BP	photosystem II assembly	Photosystem II Pbs27	398	3166
PF10767	PF12084	Low	NA	NA	NA	Protein of unknown function (DUF2593)	494	409
PF11045	PF12084	Low	NA	NA	NA	Putative inner membrane protein of Enterobacteriaceae	447	409
PF13984	PF12084	Low	NA	NA	NA	MsyB protein	414	409
PF14086	PF12094	Very high	NA	NA	NA	Domain of unknown function (DUF4266)	1311	695
PF07511	PF12101	High	NA	NA	NA	Protein of unknown function (DUF1525)	610	1914
PF07515	PF12101	High	NA	NA	NA	Putative conjugal transfer nickase/helicase TraI C-term	814	1914
PF08900	PF12101	High	NA	NA	NA	Domain of unknown function (DUF1845)	793	1914
PF09686	PF12101	High	NA	NA	NA	Plasmid protein of unknown function (Plasmid_RAQPRD)	676	1914
PF11072	PF12101	High	NA	NA	NA	Protein of unknown function (DUF2859)	728	1914
PF11190	PF12101	High	NA	NA	NA	Protein of unknown function (DUF2976)	660	1914
PF11198	PF12101	High	NA	NA	NA	Protein of unknown function (DUF2857)	767	1914
PF11358	PF12101	High	NA	NA	NA	Protein of unknown function (DUF3158)	451	1914
PF11444	PF12101	High	NA	NA	NA	Protein of unknown function (DUF2895)	750	1914
PF11660	PF12101	High	NA	NA	NA	Protein of unknown function (DUF3262)	669	1914
PF11679	PF12101	Low	NA	NA	NA	Protein of unknown function (DUF3275)	341	1914
PF11920	PF12101	High	NA	NA	NA	Protein of unknown function (DUF3438)	777	1914
PF11990	PF12101	High	NA	NA	NA	Protein of unknown function (DUF3487)	726	1914
PF14348	PF12101	Low	NA	NA	NA	Domain of unknown function (DUF4400)	1112	1914
PF10693	PF12159	High	NA	NA	NA	Protein of unknown function (DUF2499)	432	297
PF01796	PF12172	High	NA	NA	NA	DUF35 OB-fold domain, acyl-CoA-associated	5044	750
PF11436	PF12206	High	NA	NA	NA	Protein of unknown function (DUF3199)	149	239
PF00124	PF12291	High	GO:0009772	BP	photosynthetic electron transport in photosystem II	Photosynthetic reaction centre protein	1037	NA
PF00124	PF12291	High	GO:0019684	BP	photosynthesis, light reaction	Photosynthetic reaction centre protein	1037	NA
PF00556	PF12291	High	GO:0019684	BP	photosynthesis, light reaction	Antenna complex alpha/beta subunit	612	NA
PF03209	PF12291	Low	NA	NA	NA	PUCC protein	1400	NA
PF03967	PF12291	Very high	GO:0019684	BP	photosynthesis, light reaction	Photosynthetic reaction centre, H-chain N-terminal region	611	NA
PF07109	PF12291	High	GO:0015995	BP	chlorophyll biosynthetic process	Magnesium-protoporphyrin IX methyltransferase C-terminus	1046	NA
PF07284	PF12291	High	GO:0030494	BP	bacteriochlorophyll biosynthetic process	2-vinyl bacteriochlorophyllide hydratase (BCHF)	651	NA
PF07284	PF12291	High	GO:0019685	BP	photosynthesis, dark reaction	2-vinyl bacteriochlorophyllide hydratase (BCHF)	651	NA
PF08369	PF12291	Low	GO:0055114	BP	oxidation-reduction process	Proto-chlorophyllide reductase 57 kD subunit	1512	NA
PF08369	PF12291	Low	GO:0015995	BP	chlorophyll biosynthetic process	Proto-chlorophyllide reductase 57 kD subunit	1512	NA
PF08369	PF12291	Low	GO:0015979	BP	photosynthesis	Proto-chlorophyllide reductase 57 kD subunit	1512	NA
PF11965	PF12291	High	NA	NA	NA	Domain of unknown function (DUF3479)	1066	NA
PF10854	PF12299	Very high	NA	NA	NA	Protein of unknown function (DUF2649)	4	329
PF12461	PF12299	High	NA	NA	NA	Protein of unknown function (DUF3688)	6	329
PF01136	PF12392	High	GO:0006508	BP	proteolysis	Peptidase family U32	13476	5
PF08874	PF12395	Low	NA	NA	NA	Domain of unknown function (DUF1835)	1990	2205
PF00176	PF12419	High	NA	NA	NA	SNF2 family N-terminal domain	17386	NA
PF11880	PF12447	High	NA	NA	NA	Domain of unknown function (DUF3400)	1538	NA
PF02392	PF12452	High	GO:0015979	BP	photosynthesis	Ycf4	387	590
PF02605	PF12452	Low	GO:0015979	BP	photosynthesis	Photosystem I reaction centre subunit XI	400	590
PF03912	PF12452	Low	GO:0015979	BP	photosynthesis	Psb28 protein	403	590
PF08846	PF12452	Low	NA	NA	NA	Domain of unknown function (DUF1816)	389	590
PF08848	PF12452	Low	NA	NA	NA	Domain of unknown function (DUF1818)	402	590
PF10664	PF12452	Low	GO:0055114	BP	oxidation-reduction process	Cyanobacterial and plastid NDH-1 subunit M	400	590
PF10674	PF12452	Low	NA	NA	NA	Protein of unknown function (DUF2488)	380	590
PF10726	PF12452	High	NA	NA	NA	Protein of function (DUF2518)	393	590
PF10742	PF12452	Low	NA	NA	NA	Protein of unknown function (DUF2555)	391	590
PF11016	PF12452	Low	NA	NA	NA	Protein of unknown function (DUF2854)	399	590
PF11267	PF12452	Low	NA	NA	NA	Domain of unknown function (DUF3067)	393	590
PF11282	PF12452	Low	NA	NA	NA	Protein of unknown function (DUF3082)	383	590
PF11352	PF12452	Low	NA	NA	NA	Protein of unknown function (DUF3155)	393	590
PF11691	PF12452	Low	NA	NA	NA	Protein of unknown function (DUF3288)	394	590
PF11833	PF12452	Low	NA	NA	NA	Protein CHAPERONE-LIKE PROTEIN OF POR1-like	399	590
PF11947	PF12452	Low	NA	NA	NA	Photosynthesis affected mutant 68	401	590
PF12049	PF12452	Low	NA	NA	NA	Protein of unknown function (DUF3531)	397	590
PF12527	PF12452	High	NA	NA	NA	Protein of unknown function (DUF3727)	403	590
PF04915	PF12459	High	NA	NA	NA	NA	1199	656
PF10854	PF12461	High	NA	NA	NA	Protein of unknown function (DUF2649)	4	470
PF12299	PF12461	High	NA	NA	NA	Protein of unknown function (DUF3627)	4	470
PF09700	PF12469	High	NA	NA	NA	CRISPR-associated protein (Cas_Cmr3)	891	1217
PF09701	PF12469	High	NA	NA	NA	CRISPR-associated protein (Cas_Cmr5)	603	1217
PF13304	PF12476	Very high	NA	NA	NA	AAA domain, putative AbiEii toxin, Type IV TA system	16155	1011
PF11812	PF12501	High	NA	NA	NA	Domain of unknown function (DUF3333)	3054	310
PF09644	PF12506	Very high	NA	NA	NA	Mg296 protein	13	NA
PF12378	PF12506	Very high	NA	NA	NA	Trypsin-sensitive surface-exposed protein	13	NA
PF00283	PF12527	Low	GO:0015979	BP	photosynthesis	Cytochrome b559, alpha (gene psbE) and beta (gene psbF)subunits	393	13
PF00737	PF12527	Low	GO:0050821	BP	protein stabilization	Photosystem II 10 kDa phosphoprotein	394	13
PF00737	PF12527	Low	GO:0015979	BP	photosynthesis	Photosystem II 10 kDa phosphoprotein	394	13
PF10726	PF12527	Low	NA	NA	NA	Protein of function (DUF2518)	393	13
PF11264	PF12527	Low	GO:0010207	BP	photosystem II assembly	Thylakoid formation protein	405	13
PF11264	PF12527	Low	GO:0015979	BP	photosynthesis	Thylakoid formation protein	405	13
PF11332	PF12527	Low	NA	NA	NA	Protein of unknown function (DUF3134)	399	13
PF11341	PF12527	Low	NA	NA	NA	Protein of unknown function (DUF3143)	397	13
PF11909	PF12527	Low	GO:0055114	BP	oxidation-reduction process	NADH-quinone oxidoreductase cyanobacterial subunit N	395	13
PF11910	PF12527	Low	GO:0055114	BP	oxidation-reduction process	Cyanobacterial and plant NDH-1 subunit O	399	13
PF11947	PF12527	Low	NA	NA	NA	Photosynthesis affected mutant 68	401	13
PF12452	PF12527	High	NA	NA	NA	Protein of unknown function (DUF3685)	396	13
PF10816	PF12531	High	NA	NA	NA	Domain of unknown function (DUF2760)	1068	395
PF04865	PF12571	High	NA	NA	NA	Baseplate J-like protein	5795	2371
PF03323	PF12670	Low	GO:0009847	BP	spore germination	Bacillus/Clostridium GerA spore germination protein	3045	559
PF03418	PF12670	Low	GO:0006508	BP	proteolysis	Germination protease	2976	559
PF03418	PF12670	Low	GO:0009847	BP	spore germination	Germination protease	2976	559
PF03419	PF12670	Low	GO:0006508	BP	proteolysis	Sporulation factor SpoIIGA	2982	559
PF03419	PF12670	Low	GO:0030436	BP	asexual sporulation	Sporulation factor SpoIIGA	2982	559
PF03862	PF12670	Low	NA	NA	NA	SpoVAC/SpoVAEB sporulation membrane protein	3094	559
PF06898	PF12670	Low	NA	NA	NA	Putative stage IV sporulation protein YqfD	3027	559
PF07451	PF12670	Low	NA	NA	NA	Stage V sporulation protein AD (SpoVAD)	3057	559
PF07873	PF12670	Low	NA	NA	NA	YabP family	3114	559
PF09547	PF12670	Low	GO:0043934	BP	sporulation	Stage IV sporulation protein A (spore_IV_A)	3049	559
PF12685	PF12670	Low	NA	NA	NA	SpoIIIAH-like protein	3052	559
PF00269	PF12673	Low	GO:0006265	BP	DNA topological change	Small, acid-soluble spore proteins, alpha/beta type	2913	1
PF03323	PF12673	Low	GO:0009847	BP	spore germination	Bacillus/Clostridium GerA spore germination protein	3045	1
PF03419	PF12673	Low	GO:0006508	BP	proteolysis	Sporulation factor SpoIIGA	2982	1
PF03419	PF12673	Low	GO:0030436	BP	asexual sporulation	Sporulation factor SpoIIGA	2982	1
PF03862	PF12673	Low	NA	NA	NA	SpoVAC/SpoVAEB sporulation membrane protein	3094	1
PF06686	PF12673	Low	NA	NA	NA	Stage III sporulation protein AC/AD protein family	2918	1
PF06898	PF12673	Low	NA	NA	NA	Putative stage IV sporulation protein YqfD	3027	1
PF07454	PF12673	Low	NA	NA	NA	Stage II sporulation protein P (SpoIIP)	2929	1
PF07873	PF12673	Low	NA	NA	NA	YabP family	3114	1
PF09546	PF12673	Low	NA	NA	NA	Stage III sporulation protein AE (spore_III_AE)	2928	1
PF09547	PF12673	High	GO:0043934	BP	sporulation	Stage IV sporulation protein A (spore_IV_A)	3049	1
PF09548	PF12673	Low	NA	NA	NA	Stage III sporulation protein AB (spore_III_AB)	2729	1
PF09551	PF12673	Low	NA	NA	NA	Stage II sporulation protein R (spore_II_R)	2850	1
PF11482	PF12723	High	NA	NA	NA	Protein of unknown function (DUF3208)	69	4
PF11497	PF12723	High	NA	NA	NA	NADH-quinone oxidoreductase chain 15	68	4
PF10732	PF12758	Low	NA	NA	NA	Protein of unknown function (DUF2524)	591	NA
PF07719	PF12969	Low	NA	NA	NA	Tetratricopeptide repeat	21055	1384
PF13414	PF12969	Low	NA	NA	NA	TPR repeat	23116	1384
PF12980	PF12979	High	NA	NA	NA	Domain of Unknown Function with PDB structure (DUF3864)	51	5
PF12979	PF12980	High	NA	NA	NA	Domain of Unknown Function with PDB structure (DUF3863)	60	493
PF11382	PF12982	High	GO:0055070	BP	copper ion homeostasis	Copper transport outer membrane protein, MctB	2055	NA
PF15495	PF12984	Low	NA	NA	NA	Major fimbrial subunit protein type IV, Fimbrillin, C-terminal	359	1538
PF07863	PF12988	Low	NA	NA	NA	Homologues of TraJ from Bacteroides conjugative transposon	713	30
PF08989	PF12988	High	NA	NA	NA	Domain of unknown function (DUF1896)	495	30
PF10626	PF12988	High	NA	NA	NA	Conjugative transposon protein TraO	558	30
PF11888	PF12988	High	NA	NA	NA	Protein of unknown function (DUF3408)	582	30
PF07863	PF12991	High	NA	NA	NA	Homologues of TraJ from Bacteroides conjugative transposon	713	3351
PF12508	PF12991	High	NA	NA	NA	Conjugative transposon, TraM	1020	3351
PF13571	PF12991	High	NA	NA	NA	Domain of unknown function (DUF4133)	692	3351
PF13572	PF12991	High	NA	NA	NA	Domain of unknown function (DUF4134)	858	3351
PF13595	PF12991	Low	NA	NA	NA	Domain of unknown function (DUF4138)	1008	3351
PF14293	PF12991	High	NA	NA	NA	YWFCY protein	726	3351
PF00164	PF13020	Low	GO:0006412	BP	translation	Ribosomal protein S12/S23	25224	NA
PF00177	PF13020	Low	NA	NA	NA	Ribosomal protein S7p/S5e	25184	NA
PF00181	PF13020	Low	GO:0006412	BP	translation	Ribosomal Proteins L2, RNA binding domain	25441	NA
PF00298	PF13020	Low	GO:0006412	BP	translation	Ribosomal protein L11, RNA binding domain	25295	NA
PF00312	PF13020	Low	GO:0006412	BP	translation	Ribosomal protein S15	26255	NA
PF00338	PF13020	Low	NA	NA	NA	Ribosomal protein S10p/S20e	25443	NA
PF00380	PF13020	Low	GO:0006412	BP	translation	Ribosomal protein S9/S16	26095	NA
PF00436	PF13020	Low	NA	NA	NA	Single-strand binding protein family	26309	NA
PF00438	PF13020	Low	GO:0006556	BP	S-adenosylmethionine biosynthetic process	S-adenosylmethionine synthetase, N-terminal domain	24472	NA
PF00453	PF13020	Low	GO:0006412	BP	translation	Ribosomal protein L20	26122	NA
PF00466	PF13020	Low	GO:0042254	BP	ribosome biogenesis	Ribosomal protein L10	25304	NA
PF00542	PF13020	Low	GO:0006412	BP	translation	Ribosomal protein L7/L12 C-terminal domain	25267	NA
PF00562	PF13020	Low	GO:0006351	BP	transcription, DNA-templated	RNA polymerase Rpb2, domain 6	25250	NA
PF00584	PF13020	Low	GO:0006886	BP	intracellular protein transport	SecE/Sec61-gamma subunits of protein translocation complex	24378	NA
PF00584	PF13020	Low	GO:0006605	BP	protein targeting	SecE/Sec61-gamma subunits of protein translocation complex	24378	NA
PF00623	PF13020	Low	GO:0006351	BP	transcription, DNA-templated	RNA polymerase Rpb1, domain 2	24707	NA
PF00687	PF13020	Low	NA	NA	NA	Ribosomal protein L1p/L10e family	24633	NA
PF00707	PF13020	Low	GO:0006413	BP	translational initiation	Translation initiation factor IF-3, C-terminal domain	26041	NA
PF00712	PF13020	Low	GO:0006260	BP	DNA replication	DNA polymerase III beta subunit, N-terminal domain	25759	NA
PF00830	PF13020	Low	NA	NA	NA	Ribosomal L28 family	24806	NA
PF00958	PF13020	Low	GO:0006177	BP	GMP biosynthetic process	GMP synthase C terminal domain	23549	NA
PF00958	PF13020	Low	GO:0006164	BP	purine nucleotide biosynthetic process	GMP synthase C terminal domain	23549	NA
PF01016	PF13020	Low	GO:0006412	BP	translation	Ribosomal L27 protein	26025	NA
PF01035	PF13020	Low	GO:0006281	BP	DNA repair	6-O-methylguanine DNA methyltransferase, DNA binding domain	24056	NA
PF01043	PF13020	Low	GO:0017038	BP	protein import	SecA preprotein cross-linking domain	25739	NA
PF01084	PF13020	Low	GO:0006412	BP	translation	Ribosomal protein S18	25863	NA
PF01197	PF13020	Low	GO:0006412	BP	translation	Ribosomal protein L31	25995	NA
PF01632	PF13020	Low	GO:0006412	BP	translation	Ribosomal protein L35	25501	NA
PF01807	PF13020	Low	GO:0006260	BP	DNA replication	CHC2 zinc finger	25914	NA
PF02357	PF13020	Low	GO:0006355	BP	regulation of transcription, DNA-templated	Transcription termination factor nusG	25645	NA
PF02403	PF13020	Low	NA	NA	NA	Seryl-tRNA synthetase N-terminal domain	25664	NA
PF02767	PF13020	Low	GO:0006260	BP	DNA replication	DNA polymerase III beta subunit, central domain	25805	NA
PF02768	PF13020	Low	GO:0006260	BP	DNA replication	DNA polymerase III beta subunit, C-terminal domain	25904	NA
PF02772	PF13020	Low	GO:0006556	BP	S-adenosylmethionine biosynthetic process	S-adenosylmethionine synthetase, central domain	24552	NA
PF02773	PF13020	Low	GO:0006556	BP	S-adenosylmethionine biosynthetic process	S-adenosylmethionine synthetase, C-terminal domain	24800	NA
PF03143	PF13020	Low	NA	NA	NA	Elongation factor Tu C-terminal domain	24618	NA
PF03484	PF13020	Low	GO:0006432	BP	phenylalanyl-tRNA aminoacylation	tRNA synthetase B5 domain	25634	NA
PF03485	PF13020	Low	GO:0006420	BP	arginyl-tRNA aminoacylation	Arginyl tRNA synthetase N terminal domain	25575	NA
PF03946	PF13020	Low	NA	NA	NA	Ribosomal protein L11, N-terminal domain	25256	NA
PF03947	PF13020	Low	GO:0006412	BP	translation	Ribosomal Proteins L2, C-terminal domain	25556	NA
PF04560	PF13020	Low	GO:0006351	BP	transcription, DNA-templated	RNA polymerase Rpb2, domain 7	25047	NA
PF04561	PF13020	Low	GO:0006351	BP	transcription, DNA-templated	RNA polymerase Rpb2, domain 2	24752	NA
PF04563	PF13020	Low	GO:0006351	BP	transcription, DNA-templated	RNA polymerase beta subunit	24982	NA
PF04565	PF13020	Low	GO:0006351	BP	transcription, DNA-templated	RNA polymerase Rpb2, domain 3	24765	NA
PF04983	PF13020	Low	GO:0006351	BP	transcription, DNA-templated	RNA polymerase Rpb1, domain 3	24922	NA
PF04997	PF13020	Low	GO:0006351	BP	transcription, DNA-templated	RNA polymerase Rpb1, domain 1	24706	NA
PF04998	PF13020	Low	GO:0006351	BP	transcription, DNA-templated	RNA polymerase Rpb1, domain 5	25447	NA
PF05697	PF13020	Low	GO:0006457	BP	protein folding	Bacterial trigger factor protein (TF)	25651	NA
PF05697	PF13020	Low	GO:0015031	BP	protein transport	Bacterial trigger factor protein (TF)	25651	NA
PF06071	PF13020	Low	NA	NA	NA	Protein of unknown function (DUF933)	25933	NA
PF06418	PF13020	Low	GO:0006221	BP	pyrimidine nucleotide biosynthetic process	CTP synthase N-terminus	25022	NA
PF08275	PF13020	Low	NA	NA	NA	DNA primase catalytic core, N-terminal domain	26042	NA
PF10385	PF13020	Low	GO:0006351	BP	transcription, DNA-templated	RNA polymerase beta subunit external 1 domain	24715	NA
PF12344	PF13020	Low	NA	NA	NA	Ultra-violet resistance protein B	25640	NA
PF13522	PF13020	Low	NA	NA	NA	Glutamine amidotransferase domain	23919	NA
PF13603	PF13020	Low	GO:0006418	BP	tRNA aminoacylation for protein translation	Leucyl-tRNA synthetase, Domain 2	25635	NA
PF00921	PF13029	Low	NA	NA	NA	Borrelia lipoprotein	24	NA
PF01441	PF13029	High	NA	NA	NA	Lipoprotein	32	NA
PF01672	PF13029	High	NA	NA	NA	Putative plasmid partition protein	32	NA
PF02890	PF13029	High	NA	NA	NA	Borrelia family of unknown function DUF226	30	NA
PF02989	PF13029	Very high	NA	NA	NA	Lyme disease proteins of unknown function	30	NA
PF02999	PF13029	Very high	NA	NA	NA	Borrelia orf-D family	30	NA
PF03434	PF13029	Very high	NA	NA	NA	DUF276	30	NA
PF05085	PF13029	Very high	NA	NA	NA	Protein of unknown function (DUF685)	30	NA
PF05113	PF13029	Very high	NA	NA	NA	Protein of unknown function (DUF693)	30	NA
PF05246	PF13029	Very high	NA	NA	NA	Protein of unknown function (DUF735)	30	NA
PF05561	PF13029	Very high	NA	NA	NA	Borrelia burgdorferi protein of unknown function (DUF764)	30	NA
PF05606	PF13029	Very high	NA	NA	NA	Borrelia burgdorferi protein of unknown function (DUF777)	30	NA
PF05619	PF13029	Very high	NA	NA	NA	Borrelia burgdorferi protein of unknown function (DUF787)	30	NA
PF05632	PF13029	Very high	NA	NA	NA	Borrelia burgdorferi protein of unknown function (DUF792)	30	NA
PF06238	PF13029	High	NA	NA	NA	NA	27	NA
PF07094	PF13029	High	NA	NA	NA	Protein of unknown function (DUF1357)	31	NA
PF07316	PF13029	Very high	NA	NA	NA	Protein of unknown function (DUF1463)	30	NA
PF07341	PF13029	Very high	NA	NA	NA	Protein of unknown function (DUF1473)	30	NA
PF07405	PF13029	High	NA	NA	NA	Protein of unknown function (DUF1506)	25	NA
PF13043	PF13033	High	NA	NA	NA	Domain of unknown function (DUF3903)	145	1
PF13054	PF13033	High	NA	NA	NA	Protein of unknown function (DUF3915)	148	1
PF13065	PF13033	High	NA	NA	NA	Protein of unknown function (DUF3928)	148	1
