TIGRFAM	DUF	CS	GO	Ontology	Description	TIGRFAMDescription	PFAMCount	DUFCount
TIGR01437	PF14188	High	NA	NA	NA	uncharacterized pyridoxal phosphate-dependent enzyme	1946	1077
TIGR03577	PF14188	Very high	GO:0008150	BP	biological_process	conserved hypothetical protein EF_0830/AHA_3911	723	1077
TIGR03578	PF14188	Very high	GO:0008150	BP	biological_process	conserved hypothetical protein EF_0831/AHA_3912	710	1077
TIGR03579	PF14188	Very high	NA	NA	NA	conserved hypothetical protein EF_0833/AHA_3914	722	1077
TIGR03580	PF14188	Very high	NA	NA	NA	conserved hypothetical protein EF_0832/AHA_3913	718	1077
TIGR03581	PF14188	Low	GO:0008150	BP	biological_process	conserved hypothetical protein EF_0839/AHA_3917	1174	1077
TIGR03582	PF14188	High	GO:0008150	BP	biological_process	PRD domain protein, EF_0829/AHA_3910 family	710	1077
TIGR01437	PF14189	Low	NA	NA	NA	uncharacterized pyridoxal phosphate-dependent enzyme	1946	180
TIGR03577	PF14189	Very high	GO:0008150	BP	biological_process	conserved hypothetical protein EF_0830/AHA_3911	723	180
TIGR03578	PF14189	Very high	GO:0008150	BP	biological_process	conserved hypothetical protein EF_0831/AHA_3912	710	180
TIGR03579	PF14189	Very high	NA	NA	NA	conserved hypothetical protein EF_0833/AHA_3914	722	180
TIGR03580	PF14189	Very high	NA	NA	NA	conserved hypothetical protein EF_0832/AHA_3913	718	180
TIGR03581	PF14189	Low	GO:0008150	BP	biological_process	conserved hypothetical protein EF_0839/AHA_3917	1174	180
TIGR03582	PF14189	High	GO:0008150	BP	biological_process	PRD domain protein, EF_0829/AHA_3910 family	710	180
TIGR00241	PF14195	Low	GO:0018307	BP	enzyme active site formation	putative CoA-substrate-specific enzyme activase	5152	322
TIGR02652	PF14217	High	GO:0008150	BP	biological_process	TIGR02652 family protein	271	133
TIGR04376	PF14217	High	NA	NA	NA	TIGR04376 family protein	274	133
TIGR01152	PF14233	Low	NA	NA	NA	photosystem II D2 protein (photosystem q(a) protein)	337	322
TIGR01153	PF14233	Low	NA	NA	NA	photosystem II 44 kDa subunit reaction center protein	371	322
TIGR01332	PF14233	High	NA	NA	NA	cytochrome b559, alpha subunit	392	322
TIGR01333	PF14233	High	NA	NA	NA	cytochrome b559, beta subunit	361	322
TIGR02056	PF14233	Low	NA	NA	NA	chlorophyll synthase ChlG	392	322
TIGR02732	PF14233	High	NA	NA	NA	9,9'-di-cis-zeta-carotene desaturase	376	322
TIGR03038	PF14233	High	NA	NA	NA	photosystem II reaction center protein PsbM	343	322
TIGR03041	PF14233	Low	GO:0009765	BP	photosynthesis, light harvesting	chlorophyll a/b binding light-harvesting protein	232	322
TIGR04058	PF14233	High	GO:0043447	BP	alkane biosynthetic process	long-chain fatty acyl-ACP reductase (aldehyde-forming)	350	322
TIGR04059	PF14233	High	GO:0043447	BP	alkane biosynthetic process	long-chain fatty aldehyde decarbonylase	355	322
TIGR01538	PF14265	High	GO:0051027	BP	DNA transport	phage portal protein, SPP1 family	1287	381
TIGR00547	PF14348	Low	GO:0009306	BP	protein secretion	outer membrane lipoprotein carrier protein LolA	6322	268
TIGR01449	PF14348	Low	GO:0008152	BP	metabolic process	phosphoglycolate phosphatase, bacterial	10483	268
TIGR01449	PF14348	Low	GO:0009853	BP	photorespiration	phosphoglycolate phosphatase, bacterial	10483	268
TIGR01449	PF14348	Low	GO:0043094	BP	cellular metabolic compound salvage	phosphoglycolate phosphatase, bacterial	10483	268
TIGR01690	PF14348	Very high	NA	NA	NA	integrative conjugative element protein, RAQPRD family	692	268
TIGR01932	PF14348	Low	GO:0045861	BP	negative regulation of proteolysis	HflC protein	10341	268
TIGR01933	PF14348	Low	GO:0045861	BP	negative regulation of proteolysis	HflK protein	10170	268
TIGR01942	PF14348	Low	NA	NA	NA	poly(A) polymerase	6665	268
TIGR01944	PF14348	Low	NA	NA	NA	electron transport complex, RnfABCDGE type, B subunit	9224	268
TIGR02203	PF14348	Low	GO:0006869	BP	lipid transport	lipid A export permease/ATP-binding protein MsbA	6217	268
TIGR02209	PF14348	Low	GO:0000910	BP	cytokinesis	cell division protein FtsL	10493	268
TIGR02794	PF14348	Low	GO:0006810	BP	transport	protein TolA	6371	268
TIGR02794	PF14348	Low	GO:0009405	BP	pathogenesis	protein TolA	6371	268
TIGR03593	PF14348	Low	GO:0051205	BP	protein insertion into membrane	membrane protein insertase, YidC/Oxa1 family, N-terminal domain	8521	268
TIGR03743	PF14348	High	GO:0015074	BP	DNA integration	conjugative coupling factor TraD, SXT/TOL subfamily	397	268
TIGR03744	PF14348	Very high	GO:0008150	BP	biological_process	conjugative transfer ATPase, PFL_4706 family	748	268
TIGR03745	PF14348	Very high	GO:0008150	BP	biological_process	integrating conjugative element membrane protein, PFL_4702 family	634	268
TIGR03746	PF14348	Very high	GO:0008150	BP	biological_process	integrating conjugative element protein, PFL_4703 family	689	268
TIGR03747	PF14348	Very high	GO:0008150	BP	biological_process	integrating conjugative element membrane protein, PFL_4697 family	791	268
TIGR03748	PF14348	Very high	NA	NA	NA	integrating conjugative element protein PilL, PFGI-1 class	726	268
TIGR03749	PF14348	Very high	GO:0008150	BP	biological_process	integrating conjugative element protein, PFL_4704 family	740	268
TIGR03750	PF14348	Very high	NA	NA	NA	conjugative transfer region protein, TIGR03750 family	717	268
TIGR03751	PF14348	Very high	GO:0008150	BP	biological_process	conjugative transfer region lipoprotein, TIGR03751 family	744	268
TIGR03752	PF14348	Very high	GO:0008150	BP	biological_process	integrating conjugative element protein, PFL_4705 family	749	268
TIGR03754	PF14348	Very high	NA	NA	NA	conjugative coupling factor TraD, PFGI-1 class	781	268
TIGR03755	PF14348	Very high	NA	NA	NA	integrating conjugative element protein, PFL_4711 family	769	268
TIGR03756	PF14348	Very high	NA	NA	NA	integrating conjugative element protein, PFL_4710 family	764	268
TIGR03757	PF14348	High	NA	NA	NA	integrating conjugative element protein, PFL_4709 family	596	268
TIGR03758	PF14348	Very high	GO:0008150	BP	biological_process	integrating conjugative element protein, PFL_4701 family	637	268
TIGR03759	PF14348	Very high	GO:0008150	BP	biological_process	integrating conjugative element protein, PFL_4693 family	742	268
TIGR03760	PF14348	High	NA	NA	NA	integrating conjugative element relaxase, PFGI-1 class	827	268
TIGR03761	PF14348	Very high	NA	NA	NA	integrating conjugative element protein, PFL_4669 family	718	268
TIGR03764	PF14348	High	NA	NA	NA	integrating conjugative element, PFGI_1 class, ParB family protein	687	268
TIGR03765	PF14348	Very high	NA	NA	NA	integrating conjugative element protein, PFL_4695 family	726	268
TIGR04407	PF14348	Low	GO:0015920	BP	lipopolysaccharide transport	LPS export ABC transporter permease LptF	10017	268
TIGR00675	PF14390	Very high	GO:0006304	BP	DNA modification	DNA (cytosine-5-)-methyltransferase	11465	223
TIGR00031	PF14393	High	GO:0009273	BP	peptidoglycan-based cell wall biogenesis	UDP-galactopyranose mutase	6140	74
TIGR02147	PF14394	Very high	GO:0008150	BP	biological_process	TIGR02147 family protein	159	253
TIGR02246	PF14534	Low	NA	NA	NA	conserved hypothetical protein	6569	1448
TIGR00272	PF14737	High	GO:0017183	BP	peptidyl-diphthamide biosynthetic process from peptidyl-histidine	diphthamide biosynthesis protein 2	2	2888
TIGR00803	PF14737	Very high	NA	NA	NA	UDP-galactose transporter	1	2888
TIGR00844	PF14737	Very high	GO:0006814	BP	sodium ion transport	sodium/hydrogen antiporter	1	2888
TIGR00955	PF14737	High	NA	NA	NA	pigment precursor permease	2	2888
TIGR01456	PF14737	Very high	NA	NA	NA	HAD hydrolase, TIGR01456 family	1	2888
TIGR01652	PF14737	High	NA	NA	NA	phospholipid-translocating P-type ATPase, flippase	2	2888
TIGR04297	PF14800	High	NA	NA	NA	thaumarchaeosortase	1	132
